Text,Speaker,Episode,Season,Show
" Alright, alright, maybe it'll take my mind off it. Do you promise to buy me a big thumb finger?",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 You got it.,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" God, isn't this exciting? I earned this. I wiped tables for it, I steamed milk for it, and it was totally- (OPENS ENVELOPE) -not worth it. Who's FICA? Why's he getting all my money? I mean, what- Chandler, look at that.",RACHEL,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" (LOOKING) Oh, this is not that bad.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Oh, by the way, great service tonight.",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Oh! Yeah! (THEY GET THEIR WALLETS OUT AND GIVE GENEROUS TIPS),ALL,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 THE BOYS WALKING DOWN A STREET (CHANDLER AND JOEY ARE KICKING A CAN ABOUT),SCENE 2,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 ...Poulet passes it up to Leech! (PASSES TO JOEY),CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Leech spots Messier in the crease- there's the pass! (KICKS IT TO ROSS, BUT ROSS IS STARING INTO A SHOP WINDOW)",JOEY,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 We'll take a brief time out while Messier stops to look at some women's shoes.,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Peach pit.,ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Yes, Bunny?",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Actually, nectarines, but basically..",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 (TO JOEY) Could've been a peach.,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" (SQUEEZING PAST PEOPLE) Sorry, sorry... Uh-oh.",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 What? There was ice there that night with Carol? Plastic seats? Four thousand angry Pittsburgh fans?,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" (TO ROSS) See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Pass it! Pass it!,ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 He's open! ,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 He's open! ,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Shoot! Shoot! Shoot! ,ALL,Episode-04-The One With George Stephanopoulos,Season-01,Friends
"(THE PLAYER SHOOTS. THE PUCK FLIES OFF THE RINK AND HITS ROSS IN THE FACE. CHANDLER LOOKS CONCERNED, UNTIL HE NOTICES...)",,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Hey, look, we're on that TV thing!",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 EMERGENCY ROOM (CHANDLER AND JOEY LEADING ROSS IN),SCENE 5,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 (TO RECEPTIONIST)'Scuse me.,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" (HOLDS UP HER HAND- SHE IS ON THE PHONE) It says to call this number if you're not completely satisfied with this candy bar. Well, I'm not completely satisfied.",RECEPTIONIST,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Listen, it's kind of an emergency. Well, I guess you know that, or we'd be in the predicament room.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
(CUT TO THE HOSPITAL. JOEY IS MIMING HOCKEY PUCKS HITTING FOREHEADS. CHANDLER REALISES IT'S GETTING TENSE AND GOES TO THE RECEPTIONIST AGAIN),,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in. I mean, that guy with the toe thing? Who's he sleeping with?",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
(SHE SLIDES THE GLASS PANEL OVER. CHANDLER TALKS THROUGH IT IN A LOUD VOICE),,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Oh, c'mon Dora, don't be mad... I know we both said some things we didn't mean, but that doesn't mean we still don't love each other. (TO THE E.R.) Y'know, I feel like I've lost her.. (SHE SLIDES THE PANEL BACK. HE TURNS AND IT TAKES HIM BY SURPRISE) Ba-!",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 I remember the moonlight coming through the window- and her face had the most incredible glow.,ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Yes, the moon, the glow, the magical feeling, you did this part- Could I get some painkillers over here, please?",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Look, it's just a little more complicated...",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Well, what? What? What is it? That she left you? That she likes women? That she left you for another woman that likes women?",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Little louder, okay, I think there's a man on the twelfth floor in a coma that didn't quite hear you...",ROSS,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Then what?,CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Oh.,JOEY,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" So in your whole life, you've only been with one- (HE GETS A LOOK TOO) -oh.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Oh, George, baby, drop the towel!",MONICA,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Yeah, drop it! Drop the towel! Please drop the- (PAUSE) -wowww.",ALL,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Man. Can you believe he's only had s*x with one woman?,JOEY,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" I think it's great. Y'know, it's sweet, it's romantic..",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Really?,JOEY,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" No, you kidding? The guy's a freak.. ",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" (SARCASTIC) Oh, that's attractive.",RECEPTIONIST,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Oh, I thought you were great in Silence of the Lambs. Oh come on, admit it! All things considered, you had fun tonight.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
(ROSS LOOKS AT CHANDLER FOR HELP),,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" You gotta do it, man.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
(A KNOCK AT THE DOOR. CHANDLER OPENS IT AND SOME GUY SILENTLY HANDS BACK THE CUSHION),,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 Thanks. (THE GUY NODS AND LEAVES),CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
"(PHONE RINGS, CHANDLER ANSWERS)",,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Hello? Oh, uh, Rachel, it's the Visa card people.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Oh, okay. Will you take my place?",RACHEL,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" Alright. (TO PHONE) Yes, this is Rachel.",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
 I've got magic beans. Never-never mind.,RACHEL,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" To the left, to the left- aww! (THEY COLLAPSE)",CHANDLER,Episode-04-The One With George Stephanopoulos,Season-01,Friends
" (READING THE PROGRAMME) Ooh! Look! Look! Look! Look, there's Joey's picture! This is so exciting!",RACHEL,Episode-06-The One With the Butt,Season-01,Friends
" You can always spot someone who's never seen one of his plays before. Notice, no fear, no sense of impending doom...",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?",MONICA,Episode-06-The One With the Butt,Season-01,Friends
" (STARING AT A WOMAN ACROSS THE ROOM) Ross, ten o'clock.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Is it? Feels like two.,ROSS,Episode-06-The One With the Butt,Season-01,Friends
" No, ten o'clock.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 What?,ROSS,Episode-06-The One With the Butt,Season-01,Friends
" (SIGHS AND GESTURES TO EXPLAIN) There's a beautiful woman at eight, nine, ten o'clock!",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Oh. Hel-lo!,ROSS,Episode-06-The One With the Butt,Season-01,Friends
" She's amazing! She makes the women that I dream about look like short, fat, bald men!",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Well, go over to her! She's not with anyone.",MONICA,Episode-06-The One With the Butt,Season-01,Friends
" Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Oh, c'mon. She's a person, you can do it!",RACHEL,Episode-06-The One With the Butt,Season-01,Friends
" Oh please, could she be more out of my league? Ross, back me up here.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 He could never get a woman like that in a million years.,ROSS,Episode-06-The One With the Butt,Season-01,Friends
" Thank you, buddy.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 You could do that!,MONICA,Episode-06-The One With the Butt,Season-01,Friends
 Y'think?,CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Y'think?,CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Yeah!,ALL,Episode-06-The One With the Butt,Season-01,Friends
 Yeah!,ALL,Episode-06-The One With the Butt,Season-01,Friends
" Oh God, I can't believe I'm even considering this... I'm very very aware of my tongue...",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 C'mon! C'mon!,ROSS,Episode-06-The One With the Butt,Season-01,Friends
 Here goes. (HE WALKS OVER TO HER BUT JUST STANDS THERE),CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 ...Yes?,AURORA,Episode-06-The One With the Butt,Season-01,Friends
" Hi.... um... okay, next word... would be... Chandler! Chandler is my name, and, uh... (CLEARS HIS THROAT NOISILY)...hi.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Yes, you said that.",AURORA,Episode-06-The One With the Butt,Season-01,Friends
" Yes, yes I did, but what I didn't say was what I was about to say, what I wanted to say was, uh... would you like to go out with me sometime, thankyou, goodnight. (WALKS BACK TO THE OTHERS BUT SHE CALLS HIM BACK) ",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
(ENTER JOEY FROM BEHIND A CURTAIN. THE OTHERS ALL TALK AT ONCE),,Episode-06-The One With the Butt,Season-01,Friends
 Hey! You're in a play! I didn't know you could dance! You had a beard!,ALL,Episode-06-The One With the Butt,Season-01,Friends
(PAUSE),,Episode-06-The One With the Butt,Season-01,Friends
 ...Hey! You're in a play! I didn't know you could dance! You had a beard!,ALL,Episode-06-The One With the Butt,Season-01,Friends
" C'mon, you guys, it wasn't that bad. It was better than that thing I did with the trolls, at least you got to see my head.",JOEY,Episode-06-The One With the Butt,Season-01,Friends
 (ADMITTING) Saw your head. Saw your head.,ALL,Episode-06-The One With the Butt,Season-01,Friends
 (ADMITTING) Saw your head. Saw your head.,ALL,Episode-06-The One With the Butt,Season-01,Friends
" (RUNNING BACK) She said yes!! She said yes!! (TO JOEY) Awful play, man. Whoah. (TO ALL) Her name's Aurora, and she's Italian, and she pronounces my name 'Chand-lrr'. 'Chand-lrr'. I think I like it better that way. (TO JOEY) Oh, listen, the usher gave me this to give to you. (FISHES A CARD OUT OF HIS POCKET)",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 CENTRAL PERK (ENTER CHANDLER; EVERYONE ELSE IS ALREADY THERE),SCENE 2,Episode-06-The One With the Butt,Season-01,Friends
" Hey, kids. ",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Hey, kids. ",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Hey.,ALL,Episode-06-The One With the Butt,Season-01,Friends
" (READING MONICA'S PALM) No, 'cause this line is passion, and this is... just a line.",PHOEBE,Episode-06-The One With the Butt,Season-01,Friends
" Well, I can't believe I've been here almost seven seconds and you haven't asked me how my date went.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Oh, right, right. How was your date, 'Chand-lrr'?",MONICA,Episode-06-The One With the Butt,Season-01,Friends
 It was unbelievable. I-I've never met anyone like her. She's had the most amazing life! She was in the Israeli army...,CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" ...Luckily none of the bullets hit the engine block. So, we made it to the border, but just barely, and I- ...I've been talking about myself all night long, I'm sorry. What about you? Tell me one of your stories.",AURORA,Episode-06-The One With the Butt,Season-01,Friends
" Alright. Once I got on the subway, right, and it was at night, and I rode it all the way to Brooklyn... just for the hell of it.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Alright. Once I got on the subway, right, and it was at night, and I rode it all the way to Brooklyn... just for the hell of it.",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 We talked 'til like two. It was this perfect evening... more or less.,CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 ...All of a sudden we realised we were in Yammon. ,AURORA,Episode-06-The One With the Butt,Season-01,Friends
" Oh, I'm sorry, so 'we' is?",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Who's Rick?,JOEY,Episode-06-The One With the Butt,Season-01,Friends
 Who's Rick?,CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 My husband.,AURORA,Episode-06-The One With the Butt,Season-01,Friends
 Ooooohhh.,ALL,Episode-06-The One With the Butt,Season-01,Friends
 Ooooohhh.,ALL,Episode-06-The One With the Butt,Season-01,Friends
" Oh, so you're divorced?",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 No.,AURORA,Episode-06-The One With the Butt,Season-01,Friends
" Oh, I'm sorry, then you're widowed?...Hopefully?",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" No, I'm still married.",AURORA,Episode-06-The One With the Butt,Season-01,Friends
" So tell me, how do- how do you think your husband would feel about you sitting here with me?...Sliding your foot so far up my pant leg you can count the change in my pocket?",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
" Don't worry. I imagine he'd be okay with you because really, he's okay with Ethan.",AURORA,Episode-06-The One With the Butt,Season-01,Friends
" Ethan? There's, there's an Ethan?",CHANDLER,Episode-06-The One With the Butt,Season-01,Friends
 Mmmm... Ethan is my... boyfriend.,AURORA,Episode-06-The One With the Butt,Season-01,Friends
